user_id,page,timestamp,clicks
780,product,2024-11-24 16:30:19,1
428,checkout,2024-11-24 16:30:20,3
365,product,2024-11-24 16:30:21,6
785,home,2024-11-24 16:30:22,6
70,home,2024-11-24 16:30:23,3
85,checkout,2024-11-24 16:30:24,3
139,home,2024-11-24 16:30:25,3
61,checkout,2024-11-24 16:30:26,7
856,product,2024-11-24 16:30:27,6
335,product,2024-11-24 16:30:28,1
558,home,2024-11-24 16:30:29,9
273,checkout,2024-11-24 16:30:30,2
79,checkout,2024-11-24 16:30:31,1
499,product,2024-11-24 16:30:32,8
663,checkout,2024-11-24 16:30:33,9
783,home,2024-11-24 16:30:34,7
134,home,2024-11-24 16:30:35,10
463,product,2024-11-24 16:30:36,9
230,home,2024-11-24 16:30:37,9
158,product,2024-11-24 16:30:38,3
56,product,2024-11-24 16:30:39,1
467,home,2024-11-24 16:30:40,3
260,checkout,2024-11-24 16:30:41,2
75,home,2024-11-24 16:30:42,7
532,product,2024-11-24 16:30:43,7
814,product,2024-11-24 16:30:44,2
950,checkout,2024-11-24 16:30:45,3
286,product,2024-11-24 16:30:46,9
836,checkout,2024-11-24 16:30:47,1
845,home,2024-11-24 16:30:48,7
73,home,2024-11-24 16:30:49,8
484,home,2024-11-24 16:30:50,6
525,product,2024-11-24 16:30:51,10
174,product,2024-11-24 16:30:52,2
923,home,2024-11-24 16:30:53,10
850,checkout,2024-11-24 16:30:54,2
690,product,2024-11-24 16:30:55,3
762,home,2024-11-24 16:30:56,5
878,checkout,2024-11-24 16:30:57,10
335,home,2024-11-24 16:30:58,1
11,product,2024-11-24 16:30:59,9
639,checkout,2024-11-24 16:31:00,3
558,home,2024-11-24 16:31:01,3
905,checkout,2024-11-24 16:31:02,1
266,product,2024-11-24 16:31:03,3
836,checkout,2024-11-24 16:31:04,5
995,home,2024-11-24 16:31:05,1
399,product,2024-11-24 16:31:06,2
234,checkout,2024-11-24 16:31:07,8
686,product,2024-11-24 16:31:08,1
737,product,2024-11-24 16:31:09,4
651,checkout,2024-11-24 16:31:10,5
994,home,2024-11-24 16:31:11,6
153,product,2024-11-24 16:31:12,2
434,checkout,2024-11-24 16:31:13,2
480,checkout,2024-11-24 16:31:14,8
19,checkout,2024-11-24 16:31:15,10
781,product,2024-11-24 16:31:16,2
121,home,2024-11-24 16:31:17,10
613,checkout,2024-11-24 16:31:18,5
180,product,2024-11-24 16:31:19,2
627,home,2024-11-24 16:31:20,1
487,home,2024-11-24 16:31:21,10
402,product,2024-11-24 16:31:22,10
777,checkout,2024-11-24 16:31:23,4
830,home,2024-11-24 16:31:24,9
269,home,2024-11-24 16:31:25,1
869,checkout,2024-11-24 16:31:26,6
128,product,2024-11-24 16:31:27,10
316,home,2024-11-24 16:31:28,3
794,home,2024-11-24 16:31:29,9
123,home,2024-11-24 16:31:30,3
179,home,2024-11-24 16:31:31,5
951,checkout,2024-11-24 16:31:32,4
854,home,2024-11-24 16:31:33,9
847,checkout,2024-11-24 16:31:34,8
787,product,2024-11-24 18:49:16,2
165,home,2024-11-24 18:49:17,2
704,product,2024-11-24 18:49:18,2
307,product,2024-11-24 18:49:19,4
430,checkout,2024-11-24 18:49:20,10
201,home,2024-11-24 18:49:21,9
198,checkout,2024-11-24 18:49:22,7
945,home,2024-11-24 18:49:23,8
704,product,2024-11-24 18:49:24,10
197,checkout,2024-11-24 18:49:25,8
491,home,2024-11-24 18:49:26,6
140,home,2024-11-24 18:49:27,3
650,home,2024-11-24 18:49:28,7
980,home,2024-11-24 18:49:29,3
813,home,2024-11-24 18:49:30,3
854,product,2024-11-24 18:49:31,9
51,product,2024-11-24 18:49:32,10
408,product,2024-11-24 18:49:33,9
767,home,2024-11-24 18:49:34,6
209,checkout,2024-11-24 18:49:35,1
320,product,2024-11-24 18:49:36,1
762,home,2024-11-24 18:49:37,5
473,home,2024-11-24 18:49:38,9
704,product,2024-11-24 18:49:39,6
307,checkout,2024-11-24 18:49:40,10
622,product,2024-11-24 18:49:41,4
530,home,2024-11-24 18:49:42,10
635,product,2024-11-24 18:49:43,3
589,home,2024-11-24 18:49:44,6
340,checkout,2024-11-24 18:49:45,2
785,checkout,2024-11-24 18:49:46,7
649,checkout,2024-11-24 18:49:47,9
824,checkout,2024-11-24 18:49:48,1
11,home,2024-11-24 18:49:49,6
956,checkout,2024-11-24 18:49:50,3
776,home,2024-11-24 18:49:51,10
718,home,2024-11-24 18:49:52,3
125,product,2024-11-24 18:49:53,5
860,product,2024-11-24 18:49:54,6
957,checkout,2024-11-24 18:49:55,3
285,product,2024-11-24 18:49:56,1
990,checkout,2024-11-24 18:49:57,2
797,home,2024-11-24 18:49:58,3
105,checkout,2024-11-24 18:49:59,5
900,home,2024-11-24 18:50:00,3
946,checkout,2024-11-24 18:50:01,8
504,product,2024-11-24 18:50:02,6
509,home,2024-11-24 18:50:03,5
817,checkout,2024-11-24 18:50:04,7
642,home,2024-11-24 18:50:05,6
152,home,2024-11-24 18:50:06,1
397,product,2024-11-24 18:50:07,3
380,checkout,2024-11-24 18:50:08,2
484,checkout,2024-11-24 18:50:09,3
968,product,2024-11-24 18:50:10,2
992,home,2024-11-24 18:50:11,1
286,product,2024-11-24 18:50:12,6
681,product,2024-11-24 18:50:13,7
341,home,2024-11-24 18:50:14,9
108,home,2024-11-24 18:50:15,3
719,home,2024-11-24 18:50:16,8
856,product,2024-11-24 18:50:17,7
839,home,2024-11-24 18:50:18,3
12,product,2024-11-24 18:50:19,3
633,product,2024-11-24 18:50:20,2
560,home,2024-11-24 18:50:21,3
251,home,2024-11-24 18:50:22,7
230,product,2024-11-24 18:50:23,4
698,product,2024-11-24 18:50:24,8
895,checkout,2024-11-24 18:50:25,6
437,product,2024-11-24 18:50:26,4
423,home,2024-11-24 18:50:27,7
114,home,2024-11-24 18:50:28,5
359,product,2024-11-24 18:50:29,2
564,home,2024-11-24 18:50:30,5
458,product,2024-11-24 18:50:31,8
51,home,2024-11-24 18:50:32,2
446,product,2024-11-24 18:50:33,7
402,checkout,2024-11-24 18:50:34,1
732,product,2024-11-24 18:50:35,4
789,home,2024-11-24 18:50:36,5
809,product,2024-11-24 18:50:37,10
307,product,2024-11-24 18:50:38,3
308,checkout,2024-11-24 18:50:39,4
651,checkout,2024-11-24 18:50:40,9
94,checkout,2024-11-24 18:50:41,8
32,product,2024-11-24 18:50:42,2
981,home,2024-11-24 18:50:43,2
35,home,2024-11-24 18:50:44,3
992,home,2024-11-24 18:50:45,9
228,checkout,2024-11-24 18:50:46,4
724,product,2024-11-24 18:50:47,3
162,product,2024-11-24 18:50:48,1
65,checkout,2024-11-24 18:50:49,1
106,checkout,2024-11-24 18:50:50,5
137,checkout,2024-11-24 18:50:51,2
508,product,2024-11-24 18:50:52,5
663,product,2024-11-24 18:50:53,5
159,product,2024-11-24 18:50:54,3
268,product,2024-11-24 18:50:55,10
331,checkout,2024-11-24 18:50:56,6
450,checkout,2024-11-24 18:50:57,5
979,product,2024-11-24 18:50:58,3
689,home,2024-11-24 18:50:59,2
306,checkout,2024-11-24 18:51:00,6
626,home,2024-11-24 18:51:01,1
943,home,2024-11-24 18:51:02,7
373,checkout,2024-11-24 18:51:03,7
76,checkout,2024-11-24 18:51:04,4
302,product,2024-11-24 18:51:05,4
45,checkout,2024-11-24 18:51:06,10
558,product,2024-11-24 18:51:07,5
249,product,2024-11-24 18:51:08,10
877,product,2024-11-24 18:51:09,10
631,product,2024-11-24 18:51:10,7
95,product,2024-11-24 18:51:11,3
978,home,2024-11-24 18:51:12,3
850,home,2024-11-24 18:51:13,2
604,home,2024-11-24 18:51:14,4
742,product,2024-11-24 18:51:15,5
596,checkout,2024-11-24 18:51:16,8
333,product,2024-11-24 18:51:17,8
318,product,2024-11-24 18:51:18,8
381,home,2024-11-24 18:51:19,5
421,checkout,2024-11-24 18:51:20,5
873,product,2024-11-24 18:51:21,9
380,product,2024-11-24 18:51:22,2
189,product,2024-11-24 18:51:23,8
335,home,2024-11-24 18:51:24,3
677,home,2024-11-24 18:51:25,9
31,checkout,2024-11-24 18:51:26,2
189,product,2024-11-24 18:51:27,8
871,home,2024-11-24 18:51:28,10
16,product,2024-11-24 18:51:29,2
873,home,2024-11-24 18:51:30,3
476,home,2024-11-24 18:51:31,7
65,product,2024-11-24 18:51:32,3
594,checkout,2024-11-24 18:51:33,4
74,home,2024-11-24 18:51:35,9
884,checkout,2024-11-24 18:51:36,5
357,product,2024-11-24 18:51:37,4
963,checkout,2024-11-24 18:51:38,1
546,checkout,2024-11-24 18:51:39,9
893,home,2024-11-24 18:51:40,5
251,product,2024-11-24 18:51:41,7
238,checkout,2024-11-24 18:51:42,4
909,checkout,2024-11-24 18:51:43,3
449,product,2024-11-24 18:51:44,8
581,home,2024-11-24 18:51:45,5
825,product,2024-11-24 18:51:46,5
821,checkout,2024-11-24 18:51:47,2
1,home,2024-11-24 18:51:48,10
580,checkout,2024-11-24 18:51:49,7
927,home,2024-11-24 18:51:50,3
458,product,2024-11-24 18:51:51,5
363,home,2024-11-24 18:51:52,8
22,checkout,2024-11-24 18:51:53,5
842,product,2024-11-24 18:51:54,1
198,home,2024-11-24 18:51:55,8
917,product,2024-11-24 18:51:56,5
540,home,2024-11-24 18:51:57,3
492,home,2024-11-24 18:51:58,10
812,checkout,2024-11-24 18:51:59,4
735,checkout,2024-11-24 18:52:00,10
193,product,2024-11-24 18:52:01,10
314,product,2024-11-24 18:52:02,5
561,home,2024-11-24 18:52:03,3
750,checkout,2024-11-24 18:52:04,10
783,home,2024-11-24 18:52:05,8
849,home,2024-11-24 18:52:06,8
378,home,2024-11-24 18:52:07,9
706,checkout,2024-11-24 18:52:08,9
195,home,2024-11-24 18:52:09,10
291,home,2024-11-24 18:52:10,5
917,home,2024-11-24 18:52:11,9
685,checkout,2024-11-24 18:52:12,9
527,checkout,2024-11-24 18:52:13,6
720,product,2024-11-24 18:52:14,1
145,product,2024-11-24 18:52:15,10
901,home,2024-11-24 18:52:16,5
409,product,2024-11-24 18:52:17,6
354,product,2024-11-24 18:52:18,8
825,product,2024-11-24 18:52:19,1
288,checkout,2024-11-24 18:52:20,10
609,home,2024-11-24 18:52:21,2
262,home,2024-11-24 18:52:22,8
424,checkout,2024-11-24 18:52:23,2
650,checkout,2024-11-24 18:52:24,2
379,home,2024-11-24 18:52:25,3
898,home,2024-11-24 18:52:26,8
393,checkout,2024-11-24 18:52:27,8
394,home,2024-11-24 18:52:28,6
963,checkout,2024-11-24 18:52:29,8
826,home,2024-11-24 18:52:30,1
105,home,2024-11-24 18:52:31,5
155,checkout,2024-11-24 18:52:32,6
206,home,2024-11-24 18:52:33,2
540,home,2024-11-24 18:52:34,9
703,product,2024-11-24 18:52:35,6
918,product,2024-11-24 18:52:36,4
15,product,2024-11-24 18:52:37,9
351,checkout,2024-11-24 18:52:38,10
936,home,2024-11-24 18:52:39,6
319,product,2024-11-24 18:52:40,9
910,product,2024-11-24 18:52:41,2
126,product,2024-11-24 18:52:42,2
857,home,2024-11-24 18:52:43,4
862,product,2024-11-24 18:52:44,3
441,product,2024-11-24 18:52:45,8
251,home,2024-11-24 18:52:46,2
544,checkout,2024-11-24 18:52:47,9
263,product,2024-11-24 18:52:48,1
688,product,2024-11-24 18:52:49,6
165,home,2024-11-24 18:52:50,10
325,checkout,2024-11-24 18:52:51,7
281,home,2024-11-24 18:52:52,6
809,checkout,2024-11-24 18:52:53,2
120,checkout,2024-11-24 18:52:54,5
116,product,2024-11-24 18:52:55,6
585,product,2024-11-24 18:52:56,1
217,home,2024-11-24 18:52:57,2
317,home,2024-11-24 18:52:58,2
678,home,2024-11-24 18:52:59,3
533,product,2024-11-24 18:53:00,1
478,checkout,2024-11-24 18:53:01,2
549,checkout,2024-11-24 18:53:02,6
865,product,2024-11-24 18:53:03,3
117,product,2024-11-24 18:53:04,1
431,product,2024-11-24 18:53:05,3
457,checkout,2024-11-24 18:53:06,5
65,home,2024-11-24 18:53:07,5
273,checkout,2024-11-24 18:53:08,1
17,product,2024-11-24 18:53:09,5
948,home,2024-11-24 18:53:10,4
378,product,2024-11-24 18:53:11,9
88,product,2024-11-24 18:53:12,1
485,product,2024-11-24 18:53:13,1
589,home,2024-11-24 18:53:14,9
258,product,2024-11-24 18:53:15,5
842,home,2024-11-24 18:53:16,5
936,home,2024-11-24 18:53:17,6
64,checkout,2024-11-24 18:53:18,10
73,product,2024-11-24 18:53:19,2
841,product,2024-11-24 18:53:20,7
782,home,2024-11-24 18:53:21,4
672,home,2024-11-24 18:53:22,4
777,home,2024-11-24 18:53:23,4
689,checkout,2024-11-24 18:53:24,7
49,home,2024-11-24 18:53:25,6
207,product,2024-11-24 18:53:26,5
779,product,2024-11-24 18:53:27,6
215,product,2024-11-24 18:53:28,8
632,home,2024-11-24 18:53:29,9
793,home,2024-11-24 18:53:30,1
646,home,2024-11-24 18:53:31,8
758,home,2024-11-24 18:53:32,8
649,home,2024-11-24 18:53:33,7
820,product,2024-11-24 18:53:34,4
8,checkout,2024-11-24 18:53:35,7
944,home,2024-11-24 18:53:36,7
29,home,2024-11-24 18:53:37,5
162,product,2024-11-24 18:53:38,7
887,product,2024-11-24 18:53:39,8
420,product,2024-11-24 18:53:40,2
744,home,2024-11-24 18:53:41,5
125,home,2024-11-24 18:53:42,6
282,home,2024-11-24 18:53:43,7
84,home,2024-11-24 18:53:44,3
578,checkout,2024-11-24 18:53:45,1
356,checkout,2024-11-24 18:53:46,8
24,product,2024-11-24 18:53:47,7
135,product,2024-11-24 18:53:48,4
317,home,2024-11-24 18:53:49,3
43,home,2024-11-24 18:53:50,3
745,home,2024-11-24 18:53:51,6
575,home,2024-11-24 18:53:52,7
38,product,2024-11-24 18:53:53,2
458,checkout,2024-11-24 18:53:54,10
49,checkout,2024-11-24 18:53:55,3
470,checkout,2024-11-24 18:53:56,10
381,product,2024-11-24 18:53:57,9
987,product,2024-11-24 18:53:58,3
627,checkout,2024-11-24 18:53:59,3
448,product,2024-11-24 18:54:00,6
301,checkout,2024-11-24 18:54:01,8
578,product,2024-11-24 18:54:02,9
308,product,2024-11-24 18:54:03,3
897,home,2024-11-24 18:54:04,9
113,product,2024-11-24 18:54:05,8
811,home,2024-11-24 18:54:06,1
911,product,2024-11-24 18:54:07,1
137,checkout,2024-11-24 18:54:08,9
713,product,2024-11-24 18:54:09,5
859,checkout,2024-11-24 18:54:10,9
909,product,2024-11-24 18:54:11,5
783,checkout,2024-11-24 18:54:12,7
137,checkout,2024-11-24 18:54:13,4
331,home,2024-11-24 18:54:14,2
705,home,2024-11-24 18:54:15,1
552,home,2024-11-24 18:54:16,6
129,home,2024-11-24 18:54:17,6
976,checkout,2024-11-24 18:54:18,10
607,product,2024-11-24 18:54:19,5
359,home,2024-11-24 18:54:20,6
698,home,2024-11-24 18:54:21,4
215,checkout,2024-11-24 18:54:22,9
88,checkout,2024-11-24 18:54:23,10
638,product,2024-11-24 18:54:24,7
394,product,2024-11-24 18:54:25,10
660,checkout,2024-11-24 18:54:26,5
967,home,2024-11-24 18:54:27,3
512,product,2024-11-24 18:54:28,2
926,product,2024-11-24 18:54:29,7
715,product,2024-11-24 18:54:30,4
92,home,2024-11-24 18:54:31,5
487,product,2024-11-24 18:54:32,9
818,checkout,2024-11-24 18:54:33,5
645,home,2024-11-24 18:54:34,9
295,product,2024-11-24 18:54:35,10
979,checkout,2024-11-24 18:54:36,9
325,home,2024-11-24 18:54:37,6
648,home,2024-11-24 18:54:38,7
177,home,2024-11-24 18:54:39,3
343,home,2024-11-24 18:54:40,7
76,checkout,2024-11-24 18:54:41,5
237,checkout,2024-11-24 18:54:42,3
10,product,2024-11-24 18:54:43,2
947,product,2024-11-24 18:54:44,3
266,checkout,2024-11-24 18:54:45,5
971,home,2024-11-24 18:54:46,4
241,home,2024-11-24 18:54:47,8
725,home,2024-11-24 18:54:48,2
801,checkout,2024-11-24 18:54:49,4
364,checkout,2024-11-24 18:54:50,5
515,home,2024-11-24 18:54:51,3
189,checkout,2024-11-24 18:54:52,2
520,product,2024-11-24 18:54:53,10
16,checkout,2024-11-24 18:54:54,5
829,checkout,2024-11-24 18:54:55,5
82,home,2024-11-24 18:54:56,8
413,product,2024-11-24 18:54:57,8
245,product,2024-11-24 18:54:58,10
458,product,2024-11-24 18:54:59,10
813,home,2024-11-24 18:55:00,1
289,product,2024-11-24 18:55:01,2
204,checkout,2024-11-24 18:55:02,9
79,home,2024-11-24 18:55:03,4
98,checkout,2024-11-24 18:55:04,7
836,checkout,2024-11-24 18:55:05,3
879,checkout,2024-11-24 18:55:06,7
866,home,2024-11-24 18:55:07,6
829,home,2024-11-24 18:55:08,2
813,product,2024-11-24 18:55:09,7
980,product,2024-11-24 18:55:10,10
634,checkout,2024-11-24 18:55:11,7
335,home,2024-11-24 18:55:12,1
497,checkout,2024-11-24 18:55:13,4
203,checkout,2024-11-24 18:55:14,4
319,checkout,2024-11-24 18:55:15,9
278,product,2024-11-24 18:55:16,10
37,product,2024-11-24 18:55:17,4
241,home,2024-11-24 18:55:18,9
326,checkout,2024-11-24 18:55:19,7
372,checkout,2024-11-24 18:55:20,9
856,product,2024-11-24 18:55:21,7
648,checkout,2024-11-24 18:55:22,5
677,product,2024-11-24 18:55:23,7
295,product,2024-11-24 18:55:24,8
422,home,2024-11-24 18:55:25,1
962,product,2024-11-24 18:55:26,9
208,product,2024-11-24 18:55:27,9
608,product,2024-11-24 18:55:28,5
787,home,2024-11-24 18:55:29,4
293,product,2024-11-24 18:55:30,3
523,home,2024-11-24 18:55:31,9
584,product,2024-11-24 18:55:32,3
781,product,2024-11-24 18:55:33,6
703,product,2024-11-24 18:55:34,8
34,home,2024-11-24 18:55:35,3
953,product,2024-11-24 18:55:36,6
505,checkout,2024-11-24 18:55:37,5
758,home,2024-11-24 18:55:38,7
308,checkout,2024-11-24 18:55:39,5
69,home,2024-11-24 18:55:40,5
916,product,2024-11-24 18:55:41,3
743,product,2024-11-24 18:55:42,3
357,home,2024-11-24 18:55:43,6
928,product,2024-11-24 18:55:44,8
95,checkout,2024-11-24 18:55:45,8
348,home,2024-11-24 18:55:46,10
689,checkout,2024-11-24 18:55:47,3
840,home,2024-11-24 18:55:48,4
300,checkout,2024-11-24 18:55:49,2
744,home,2024-11-24 18:55:50,8
900,home,2024-11-24 18:55:51,6
800,checkout,2024-11-24 18:55:52,5
765,product,2024-11-24 18:55:53,1
56,home,2024-11-24 18:55:54,1
559,home,2024-11-24 18:55:55,9
596,product,2024-11-24 18:55:56,1
354,product,2024-11-24 18:55:57,10
957,home,2024-11-24 18:55:58,7
69,product,2024-11-24 18:55:59,6
948,home,2024-11-24 18:56:00,2
327,checkout,2024-11-24 18:56:01,1
251,product,2024-11-24 18:56:02,8
844,checkout,2024-11-24 18:56:03,1
627,product,2024-11-24 18:56:04,1
720,product,2024-11-24 18:56:05,6
729,checkout,2024-11-24 18:56:06,2
764,checkout,2024-11-24 18:56:07,5
258,checkout,2024-11-24 18:56:08,6
218,home,2024-11-24 18:56:09,2
661,product,2024-11-24 18:56:10,3
163,product,2024-11-24 18:56:11,3
855,checkout,2024-11-24 18:56:12,1
515,checkout,2024-11-24 18:56:13,3
429,home,2024-11-24 18:56:14,4
40,product,2024-11-24 18:56:15,5
75,product,2024-11-24 18:56:16,6
276,home,2024-11-24 18:56:17,5
209,product,2024-11-24 18:56:18,8
887,checkout,2024-11-24 18:56:19,9
315,checkout,2024-11-24 18:56:20,9
435,checkout,2024-11-24 18:56:21,4
356,product,2024-11-24 18:56:22,3
663,home,2024-11-24 18:56:23,9
861,home,2024-11-24 18:56:24,4
200,home,2024-11-24 18:56:25,8
330,home,2024-11-24 18:56:26,8
287,product,2024-11-24 18:56:27,1
985,checkout,2024-11-24 18:56:28,1
863,home,2024-11-24 18:56:29,2
975,checkout,2024-11-24 18:56:30,3
398,home,2024-11-24 18:56:31,9
660,checkout,2024-11-24 18:56:32,2
81,home,2024-11-24 18:56:33,7
213,home,2024-11-24 18:56:34,2
498,product,2024-11-24 18:56:35,9
699,checkout,2024-11-24 18:56:36,8
162,checkout,2024-11-24 18:56:37,4
679,home,2024-11-24 18:56:38,8
142,product,2024-11-24 18:56:39,4
5,checkout,2024-11-24 18:56:40,2
705,home,2024-11-24 18:56:41,7
888,product,2024-11-24 18:56:42,5
349,product,2024-11-24 18:56:43,10
105,checkout,2024-11-24 18:56:44,8
709,home,2024-11-24 18:56:46,1
74,home,2024-11-24 18:56:47,7
238,home,2024-11-24 18:56:48,5
62,checkout,2024-11-24 18:56:49,9
794,product,2024-11-24 18:56:50,4
522,checkout,2024-11-24 18:56:51,7
431,home,2024-11-24 18:56:52,3
455,checkout,2024-11-24 18:56:53,10
232,product,2024-11-24 18:56:54,6
457,checkout,2024-11-24 18:56:55,9
194,home,2024-11-24 18:56:56,8
872,checkout,2024-11-24 18:56:57,10
588,checkout,2024-11-24 18:56:58,5
891,home,2024-11-24 18:56:59,2
245,product,2024-11-24 18:57:00,8
912,home,2024-11-24 18:57:01,8
448,product,2024-11-24 18:57:02,10
314,checkout,2024-11-24 18:57:03,7
124,checkout,2024-11-24 18:57:04,6
172,checkout,2024-11-24 18:57:05,1
565,checkout,2024-11-24 18:57:06,7
888,home,2024-11-24 18:57:07,10
158,product,2024-11-24 18:57:08,10
348,product,2024-11-24 18:57:09,4
684,product,2024-11-24 18:57:10,6
200,product,2024-11-24 18:57:11,5
874,product,2024-11-24 18:57:12,7
794,home,2024-11-24 18:57:13,9
912,home,2024-11-24 18:57:14,2
532,product,2024-11-24 18:57:15,4
305,checkout,2024-11-24 18:57:16,4
821,product,2024-11-24 18:57:17,1
480,checkout,2024-11-24 18:57:18,6
23,checkout,2024-11-24 18:57:19,7
190,checkout,2024-11-24 18:57:20,9
772,checkout,2024-11-24 18:57:21,1
181,checkout,2024-11-24 18:57:22,2
276,home,2024-11-24 18:57:23,3
473,home,2024-11-24 18:57:24,5
874,home,2024-11-24 18:57:25,4
393,home,2024-11-24 18:57:26,8
411,product,2024-11-24 18:57:27,1
100,checkout,2024-11-24 18:57:28,5
553,checkout,2024-11-24 18:57:29,10
333,home,2024-11-24 18:57:30,10
817,home,2024-11-24 18:57:31,10
151,checkout,2024-11-24 18:57:32,10
125,product,2024-11-24 18:57:33,3
622,product,2024-11-24 18:57:34,8
948,home,2024-11-24 18:57:35,7
258,home,2024-11-24 18:57:36,3
316,product,2024-11-24 18:57:37,7
910,checkout,2024-11-24 18:57:38,7
142,product,2024-11-24 18:57:39,2
571,product,2024-11-24 18:57:40,8
910,checkout,2024-11-24 18:57:41,1
945,checkout,2024-11-24 18:57:42,1
626,home,2024-11-24 18:57:43,1
610,product,2024-11-24 18:57:44,4
353,product,2024-11-24 18:57:45,7
694,home,2024-11-24 18:57:46,3
907,product,2024-11-24 18:57:47,7
689,home,2024-11-24 18:57:48,9
717,product,2024-11-24 18:57:49,6
121,home,2024-11-24 18:57:50,1
712,product,2024-11-24 18:57:51,1
778,checkout,2024-11-24 18:57:52,10
464,checkout,2024-11-24 18:57:53,2
439,product,2024-11-24 18:57:54,10
771,checkout,2024-11-24 18:57:55,9
459,home,2024-11-24 18:57:56,5
565,product,2024-11-24 18:57:57,4
73,checkout,2024-11-24 18:57:58,3
952,home,2024-11-24 18:57:59,4
221,product,2024-11-24 18:58:00,3
737,home,2024-11-24 18:58:01,4
247,home,2024-11-24 18:58:02,2
796,checkout,2024-11-24 18:58:03,2
994,checkout,2024-11-24 18:58:04,4
85,product,2024-11-24 18:58:05,8
594,product,2024-11-24 18:58:06,10
174,product,2024-11-24 18:58:07,5
484,checkout,2024-11-24 18:58:08,10
245,product,2024-11-24 18:58:09,9
229,checkout,2024-11-24 18:58:10,3
756,checkout,2024-11-24 18:58:11,3
324,home,2024-11-24 18:58:12,5
88,product,2024-11-24 18:58:13,9
382,checkout,2024-11-24 18:58:14,2
793,home,2024-11-24 18:58:15,8
183,checkout,2024-11-24 18:58:16,10
85,checkout,2024-11-24 18:58:17,9
965,checkout,2024-11-24 18:58:18,7
277,home,2024-11-24 18:58:19,4
164,checkout,2024-11-24 18:58:20,6
